user_id,recomendations
1010,"[874972, 1055072, 9527323, 1082185, 1029743]"
1011,"[874972, 9859052, 960253, 944836, 1058997]"
1012,"[874972, 879755, 1065593, 1070820, 905072]"
1013,"[874972, 1029743, 1082185, 1127831, 951590]"
1014,"[874972, 6534077, 1029743, 1082185, 1106523]"
1015,"[874972, 999104, 6633273, 1037332, 862349]"
1016,"[874972, 1029743, 951590, 1082185, 1127831]"
1017,"[874972, 1082185, 1106523, 1127831, 951590]"
1018,"[874972, 922561, 13115813, 1070820, 883068]"
1019,"[874972, 1015296, 1062002, 1106523, 1053690]"
1020,"[874972, 6395907, 5569374, 977481, 885290]"
1021,"[1110111, 830245, 1110572, 1008074, 1029743]"
1022,"[874972, 1029743, 1082185, 1127831, 951590]"
1023,"[9521679, 833724, 1135044, 1044259, 1026058]"
1024,"[12262830, 965842, 961269, 1097001, 819978]"
1025,"[906335, 1126895, 8069350, 8090521, 1086740]"
1026,"[874972, 1029743, 1127831, 1082185, 951590]"
1027,"[874972, 1101010, 12352201, 1132771, 1029743]"
1028,"[874972, 1029743, 1127831, 1082185, 951590]"
1029,"[874972, 6034857, 828935, 885290, 1126899]"
1030,"[874972, 986912, 1135834, 1101010, 873887]"
1031,"[874972, 1029743, 1082185, 1127831, 951590]"
1032,"[874972, 1082185, 1106523, 1127831, 951590]"
1033,"[874972, 1029743, 1127831, 1082185, 951590]"
1034,"[874972, 907647, 1126899, 981760, 1029743]"
1035,"[874972, 1029743, 1082185, 1127831, 951590]"
1036,"[874972, 1029743, 1127831, 1082185, 951590]"
1037,"[874972, 1029743, 1082185, 1127831, 951590]"
1038,"[874972, 5568197, 1106523, 1029743, 1082185]"
1039,"[874972, 940731, 9881592, 12427353, 972665]"
1040,"[874972, 865705, 939546, 1075368, 8090536]"
1041,"[874972, 983795, 937626, 1137344, 9835509]"
1042,"[948670, 868764, 1083787, 856252, 862349]"
1043,"[874972, 1029743, 1082185, 1106523, 1127831]"
1044,"[874972, 1029743, 1082185, 1127831, 951590]"
1045,"[874972, 1055737, 909750, 1121384, 967461]"
1046,"[874972, 823862, 1029743, 1082185, 1106523]"
1047,"[874972, 1029743, 1082185, 1106523, 1127831]"
1048,"[874972, 1029743, 951590, 1082185, 1127831]"
1049,"[874972, 1082185, 1106523, 1127831, 951590]"
1050,"[874972, 1110572, 1073150, 962229, 12384177]"
1051,"[874972, 1070820, 1089766, 865026, 1076875]"
1052,"[874972, 1029743, 1082185, 1127831, 951590]"
1053,"[874972, 879528, 999250, 1138443, 970030]"
1054,"[874972, 1106523, 951590, 1082185, 1127831]"
1055,"[874972, 1106523, 1127831, 1082185, 951590]"
1056,"[874972, 1029743, 1082185, 1127831, 951590]"
1057,"[874972, 900842, 1022254, 916990, 1117219]"
1058,"[874972, 930283, 1101010, 1038462, 5568721]"
1059,"[874972, 1029743, 1082185, 1127831, 951590]"
1060,"[874972, 1029743, 1082185, 1106523, 1127831]"
1061,"[826666, 5570408, 5568197, 846823, 1048727]"
1062,"[874972, 12302069, 849843, 826249, 1029743]"
1063,"[874972, 1029743, 951590, 1082185, 1127831]"
1064,"[874972, 901460, 965530, 975633, 1058997]"
1065,"[874972, 1127831, 995242, 1082185, 951590]"
1066,"[933354, 1062002, 837579, 832678, 995242]"
1067,"[848029, 1062117, 821556, 1126899, 962229]"
1068,"[9835223, 835243, 1083787, 1127758, 1122358]"
1069,"[9835223, 1066725, 1074333, 983584, 962229]"
1070,"[874972, 965543, 1118012, 873627, 1096635]"
1071,"[874972, 1031831, 12262992, 947798, 1085604]"
1072,"[874972, 1029743, 1127831, 1082185, 951590]"
1073,"[874972, 916381, 6979545, 1058997, 1115576]"
1074,"[874972, 831063, 1007796, 10344585, 904813]"
1075,"[874972, 8090539, 1023958, 1002850, 995242]"
1076,"[874972, 951197, 1135681, 1029743, 1082185]"
1077,"[874972, 1068292, 951590, 995242, 840361]"
1078,"[874972, 5569845, 12577242, 1011300, 12263788]"
1079,"[874972, 1029743, 1127831, 1082185, 951590]"
1080,"[874972, 1046756, 1053690, 1029743, 1060005]"
1081,"[12810464, 951412, 921504, 8090521, 939527]"
1082,"[874972, 902856, 916993, 910473, 919948]"
1083,"[874972, 942525, 839419, 1029743, 1082185]"
1084,"[874972, 1095040, 951590, 981521, 1029743]"
1085,"[938138, 974204, 871741, 12949855, 5569327]"
1086,"[874972, 1056509, 6034857, 962229, 963835]"
1087,"[874972, 962229, 1106523, 1029743, 1082185]"
1088,"[874972, 12301073, 997011, 1045478, 1068719]"
1089,"[1029688, 941856, 978343, 891505, 948832]"
1090,"[874972, 1051516, 1025650, 1018050, 1029743]"
1091,"[874972, 1076199, 899624, 1029743, 1082185]"
1092,"[874972, 1110572, 908531, 947798, 1003188]"
1093,"[825343, 5566472, 1027090, 1116376, 844165]"
1094,"[874972, 15926887, 845208, 1075368, 983795]"
1095,"[874972, 1029743, 1082185, 1127831, 951590]"
1096,"[874972, 999250, 1029743, 1082185, 1106523]"
1097,"[917384, 966005, 1018740, 992622, 1102927]"
1098,"[874972, 1031831, 849505, 13190294, 851468]"
1099,"[874972, 1029743, 1082185, 1127831, 951590]"
1100,"[874972, 951590, 1029743, 1082185, 1106523]"
1101,"[874972, 1082185, 1106523, 1127831, 951590]"
1102,"[12810391, 1076199, 923670, 12731544, 988697]"
1103,"[874972, 9571047, 1134161, 1126899, 997309]"
1104,"[874972, 1115576, 1029743, 1082185, 1106523]"
1105,"[874972, 10344585, 1018050, 1058997, 850058]"
1106,"[874972, 8090532, 6391532, 868764, 995242]"
1107,"[874972, 1029743, 1127831, 1082185, 951590]"
1108,"[874972, 1062002, 1081853, 1057260, 1077555]"
1109,"[874972, 1082185, 1058997, 978343, 1046816]"
1110,"[874972, 1029743, 1082185, 1106523, 1127831]"
1111,"[874972, 833724, 952972, 969419, 1005935]"
1112,"[874972, 8203451, 1075214, 5569471, 1010681]"
1113,"[874972, 921836, 1006342, 1119051, 1028816]"
1114,"[874972, 1110255, 870547, 8090521, 871680]"
1115,"[874972, 5569471, 1029743, 1082185, 1106523]"
1116,"[874972, 1082185, 1106523, 1127831, 951590]"
1117,"[874972, 1029743, 923746, 1029743, 1082185]"
1118,"[874972, 1029743, 1082185, 1127831, 951590]"
1119,"[874972, 948254, 999090, 7166791, 1075074]"
1120,"[874972, 1017195, 1029743, 1082185, 1106523]"
1121,"[874972, 8090509, 12384177, 962229, 890695]"
1122,"[874972, 1029743, 1082185, 1127831, 951590]"
1123,"[874972, 1104349, 5570408, 962229, 1058997]"
1124,"[874972, 8090509, 12810422, 840601, 916122]"
1125,"[874972, 1029743, 951590, 1082185, 1127831]"
1126,"[874972, 1029743, 1127831, 1082185, 951590]"
1127,"[874972, 15926844, 1029743, 1082185, 1106523]"
1128,"[874972, 962229, 934369, 921406, 1119051]"
1129,"[874972, 1006342, 850058, 1137688, 882247]"
1130,"[836445, 934369, 1038462, 857902, 822646]"
1131,"[874972, 949023, 1083787, 877447, 1021715]"
1132,"[836445, 862070, 5592931, 922561, 1133018]"
1133,"[874972, 982393, 1001702, 990004, 1029743]"
1134,"[874972, 862349, 1080853, 824037, 1112825]"
1135,"[874972, 1131488, 5570408, 929472, 995242]"
1136,"[825343, 5574409, 983316, 1105816, 1133018]"
1137,"[874972, 821083, 992529, 914318, 885290]"
1138,"[874972, 13382327, 1015539, 7442008, 1033324]"
1139,"[874972, 9526673, 1126252, 13115914, 1051468]"
1140,"[874972, 1082185, 1106523, 1127831, 951590]"
1141,"[874972, 853998, 1086740, 1085333, 995242]"
1142,"[878715, 911311, 8293343, 1067695, 882826]"
1143,"[874972, 1029743, 1082185, 1127831, 951590]"
1144,"[874972, 1029743, 1082185, 1127831, 951590]"
1145,"[1038663, 879755, 5591154, 5585510, 819765]"
1146,"[874972, 905817, 1076875, 986912, 959985]"
1147,"[874972, 962229, 13672065, 926905, 888543]"
1148,"[874972, 1029743, 1127831, 1082185, 951590]"
1149,"[874972, 1135681, 1029743, 1082185, 1106523]"
1150,"[874972, 951590, 995242, 1082185, 1127831]"
1151,"[874972, 12731466, 856060, 962266, 911622]"
1152,"[1110111, 933067, 908181, 951590, 866211]"
1153,"[874972, 1029743, 1082185, 1127831, 951590]"
1154,"[874972, 941856, 821083, 983584, 1053690]"
1155,"[887474, 9296919, 829291, 1016800, 1025628]"
1156,"[874972, 1029743, 1082185, 1127831, 951590]"
1157,"[874972, 1029743, 1082185, 1106523, 1127831]"
1158,"[874972, 1003649, 1049735, 1133018, 1053282]"
1159,"[874972, 1044259, 1009046, 1107553, 8090532]"
1160,"[874972, 1000050, 934676, 821556, 1133018]"
1161,"[874972, 879755, 1126252, 1096635, 883068]"
1162,"[874972, 1106523, 1127831, 1082185, 951590]"
1163,"[874972, 911311, 868548, 1056509, 15926886]"
1164,"[874972, 1031260, 932503, 1070820, 1080853]"
1165,"[874972, 1029743, 1127831, 1082185, 951590]"
1166,"[874972, 1109805, 853998, 1093603, 12263788]"
1167,"[874972, 7168026, 1001827, 1070820, 1082212]"
1168,"[874972, 852080, 10456371, 1019637, 995242]"
1169,"[12810464, 1051323, 13380863, 1004950, 846823]"
1170,"[874972, 1029743, 1082185, 1127831, 951590]"
1171,"[874972, 845975, 862682, 1038985, 1029743]"
1172,"[874972, 856772, 935968, 963686, 1067779]"
1173,"[874972, 1029743, 1082185, 1127831, 951590]"
1174,"[874972, 1029743, 1082185, 1106523, 1127831]"
1175,"[874972, 972191, 858302, 888586, 1028891]"
1176,"[874972, 5569230, 995242, 1115175, 1077588]"
1177,"[874972, 1029743, 1082185, 1127831, 951590]"
1178,"[874972, 873964, 967476, 6464165, 1104343]"
1179,"[874972, 869150, 921504, 962229, 1076769]"
1180,"[874972, 835243, 844165, 5590613, 1038985]"
1181,"[874972, 1082185, 1127831, 1029743, 951590]"
1182,"[874972, 995242, 1101173, 940731, 842392]"
1183,"[874972, 1135460, 8090537, 941883, 1014238]"
1184,"[874972, 1029743, 1082185, 1127831, 951590]"
1185,"[874972, 1127758, 1128016, 947798, 895930]"
1186,"[874972, 934948, 1126899, 1011300, 1018050]"
1187,"[874972, 1048383, 1138858, 1038462, 951176]"
1188,"[1118946, 13842214, 1138189, 12524174, 924427]"
1189,"[874972, 821083, 1055504, 1120443, 992529]"
1190,"[874972, 913278, 1031833, 1075214, 1004555]"
1191,"[956599, 1053690, 827656, 1110572, 986912]"
1192,"[874972, 1082212, 995242, 824180, 824005]"
1193,"[874972, 8090532, 1132911, 13842088, 909714]"
1194,"[1000753, 5587656, 940947, 10457044, 1039156]"
1195,"[874972, 1040807, 1092026, 1075368, 8090521]"
1196,"[874972, 1014802, 6464165, 919596, 873627]"
1197,"[899019, 9858936, 847139, 13842090, 856252]"
1198,"[874972, 12384177, 1105623, 1029743, 1082185]"
1199,"[874972, 1029743, 1082185, 1127831, 951590]"
1200,"[874972, 1082185, 1106523, 1127831, 951590]"
1201,"[874972, 1031740, 1029743, 1082185, 1106523]"
1202,"[874972, 1020682, 5567148, 1029743, 1082185]"
1203,"[5995129, 856060, 858419, 845193, 1025581]"
1204,"[874972, 845193, 903609, 962229, 9677886]"
1205,"[874972, 856252, 999104, 1075368, 13381584]"
1206,"[874972, 898601, 820321, 1030093, 962229]"
1207,"[874972, 995242, 891141, 8090521, 1014509]"
1208,"[874972, 1029743, 1082185, 1106523, 1127831]"
1209,"[874972, 1033403, 883404, 1029743, 1082185]"
1210,"[874972, 1058997, 1080853, 937928, 1028816]"
1211,"[874972, 862349, 840227, 879504, 6034577]"
1212,"[874972, 1029743, 1082185, 1127831, 951590]"
1213,"[874972, 1106523, 1127831, 1082185, 951590]"
1214,"[874972, 942045, 1029743, 1082185, 1106523]"
1215,"[874972, 1029743, 1082185, 1127831, 951590]"
1216,"[874972, 999625, 1065593, 9858742, 1029743]"
1217,"[874972, 873964, 983316, 1124695, 908531]"
1218,"[874972, 948832, 844165, 1070820, 5569327]"
1219,"[874972, 860975, 1127758, 934369, 992985]"
1220,"[874972, 1082185, 1106523, 1127831, 951590]"
1221,"[948670, 1110572, 949294, 1029743, 1070076]"
1222,"[874972, 1125123, 837012, 1037840, 5570383]"
1223,"[1082627, 8090545, 982790, 1029743, 926025]"
1224,"[874972, 951590, 1127758, 1043590, 1029743]"
1225,"[874972, 961269, 1068832, 1029743, 5592931]"
1226,"[874972, 5568197, 910439, 919423, 13672065]"
1227,"[948670, 5569230, 1104343, 15926886, 840227]"
1228,"[12262830, 1006483, 13842214, 983795, 5569471]"
1229,"[970747, 1079820, 1108152, 1037332, 12171656]"
1230,"[874972, 893501, 1029743, 1082185, 1106523]"
1231,"[874972, 970119, 10149640, 995242, 1132968]"
1232,"[874972, 1029743, 1127831, 1082185, 951590]"
1233,"[874972, 1029743, 951590, 1082185, 1127831]"
1234,"[933354, 898847, 1065979, 8090546, 916990]"
1235,"[874972, 1029743, 1082185, 1127831, 951590]"
1236,"[874972, 1029743, 1082185, 1106523, 1127831]"
1237,"[874972, 1029743, 1082185, 1127831, 951590]"
1238,"[874972, 12263788, 1018740, 1101010, 9884484]"
1239,"[874972, 1029743, 1127831, 1082185, 951590]"
1240,"[860248, 1119051, 895268, 1044259, 1126899]"
1241,"[849202, 949023, 1083787, 921836, 1132789]"
1242,"[874972, 962568, 5591083, 1029743, 1082185]"
1243,"[874972, 1029743, 1082185, 1127831, 951590]"
1244,"[874972, 1029743, 1127831, 1082185, 951590]"
1245,"[874972, 1037840, 1003188, 1112205, 981760]"
1246,"[879734, 942045, 1064380, 1029743, 1082185]"
1247,"[874972, 826249, 1126899, 1055737, 1040807]"
1248,"[874972, 944466, 1096458, 901460, 885290]"
1249,"[874972, 5574409, 1106523, 972931, 7025106]"
1250,"[874972, 1029743, 1082185, 1127831, 951590]"
1251,"[874972, 1029743, 1082185, 1127831, 951590]"
1252,"[874972, 1025641, 1009368, 1089954, 970119]"
1253,"[874972, 1082185, 1106523, 1127831, 951590]"
1254,"[874972, 1029743, 1082185, 1127831, 951590]"
1255,"[874972, 5580793, 1029743, 1082185, 1106523]"
1256,"[874972, 1055504, 911812, 986912, 1085435]"
1257,"[874972, 1058997, 1093113, 9707137, 824005]"
1258,"[874972, 10121965, 1101174, 883932, 1075074]"
1259,"[874972, 15926775, 917816, 1058997, 8177622]"
1260,"[874972, 947146, 848071, 867469, 1058997]"
1261,"[874972, 12263788, 1013167, 860975, 1133157]"
1262,"[874972, 821083, 1048483, 856060, 13007355]"
1263,"[874972, 1029743, 1082185, 1106523, 1127831]"
1264,"[874972, 1029743, 1082185, 1106523, 1127831]"
1265,"[874972, 840361, 1099656, 860975, 995242]"
1266,"[836445, 1076875, 889731, 6602697, 973916]"
1267,"[12262830, 1119051, 1096099, 13842090, 862349]"
1268,"[874972, 1082185, 1106523, 1127831, 951590]"
1269,"[874972, 12524174, 967395, 960984, 988693]"
1270,"[1000753, 1137688, 1024306, 1028816, 1062002]"
1271,"[874972, 894968, 1028995, 965842, 6533936]"
1272,"[874972, 852360, 940947, 974766, 868764]"
1273,"[874972, 1029743, 1082185, 1127831, 951590]"
1274,"[874972, 989409, 961791, 879504, 8090536]"
1275,"[874972, 1029743, 1082185, 1127831, 951590]"
1276,"[874972, 1029743, 1127831, 1082185, 951590]"
1277,"[874972, 5572738, 858373, 1006483, 8090521]"
1278,"[874972, 937845, 932298, 939527, 1103902]"
1279,"[874972, 950206, 866043, 969866, 7155863]"
1280,"[874972, 1058997, 7442180, 1029743, 1082185]"
1281,"[874972, 1028891, 872137, 1048440, 1026984]"
1282,"[874972, 9420312, 952317, 947798, 910673]"
1283,"[874972, 849843, 1081177, 965766, 945611]"
1284,"[1034176, 937928, 972931, 1106301, 15926886]"
1285,"[874972, 1054814, 1065593, 13842214, 13008321]"
1286,"[874972, 1029743, 1082185, 1127831, 951590]"
1287,"[874972, 899459, 890610, 862349, 943169]"
1288,"[874972, 1075214, 999971, 862349, 923746]"
1289,"[874972, 859237, 5580793, 1085604, 856772]"
1290,"[874972, 1053690, 934427, 981760, 1101173]"
1291,"[874972, 1102959, 1133312, 991592, 1060363]"
1292,"[874972, 1029743, 951590, 1082185, 1127831]"
1293,"[874972, 1124695, 1025650, 969419, 988572]"
1294,"[879734, 13381584, 7024847, 1126899, 5591154]"
1295,"[874972, 1029743, 1082185, 1106523, 1127831]"
1296,"[874972, 1016800, 1130763, 935578, 995242]"
1297,"[970747, 934369, 893501, 1070803, 1058997]"
1298,"[874972, 944139, 1003188, 1018740, 995242]"
1299,"[12810391, 820321, 842140, 1016129, 5591154]"
1300,"[874972, 12946027, 1058997, 9245108, 1092026]"
1301,"[874972, 1029743, 1082185, 1127831, 951590]"
1302,"[874972, 1082185, 1106523, 1127831, 951590]"
1303,"[906844, 879755, 906883, 5591154, 1123254]"
1304,"[874972, 931324, 1029743, 1082185, 1106523]"
1305,"[1103808, 982790, 826249, 845193, 5570048]"
1306,"[874972, 1108131, 6602697, 907128, 939527]"
1307,"[874972, 922127, 12673433, 1006483, 1110572]"
1308,"[874972, 1082185, 1106523, 1127831, 951590]"
1309,"[874972, 1029743, 1082185, 1127831, 951590]"
1310,"[874972, 1058997, 5585510, 6034857, 985999]"
1311,"[874972, 1029743, 1082185, 1127831, 951590]"
1312,"[874972, 1114597, 9803810, 6039687, 856435]"
1313,"[1137346, 1048462, 1013407, 1029743, 6979803]"
1314,"[874972, 911974, 911470, 1102416, 6534077]"
1315,"[874972, 1029743, 1127831, 1082185, 951590]"
1316,"[874972, 1085604, 1029743, 1082185, 1106523]"
1317,"[874972, 1053690, 1138292, 827667, 1029743]"
1318,"[874972, 844740, 12524086, 925862, 1046816]"
1319,"[874972, 874149, 1058997, 8090440, 6464086]"
1320,"[874972, 1082185, 1106523, 1127831, 951590]"
1321,"[947858, 1119399, 879528, 1133018, 1040346]"
1322,"[874972, 1029743, 1082185, 1127831, 951590]"
1323,"[874972, 1029743, 1082185, 1127831, 951590]"
1324,"[874972, 5569230, 916122, 1029743, 1082185]"
1325,"[874972, 841309, 839747, 13007355, 995311]"
1326,"[874972, 868423, 1110244, 873964, 983584]"
1327,"[874972, 1029743, 1127831, 1082185, 951590]"
1328,"[836445, 8090521, 1048727, 844165, 12427353]"
1329,"[874972, 995242, 1029743, 1082185, 1106523]"
1330,"[874972, 819978, 913278, 962229, 856252]"
1331,"[874972, 1031316, 1029743, 1082185, 1106523]"
1332,"[874972, 1110572, 1029743, 1082185, 1106523]"
1333,"[948670, 943169, 9859182, 888586, 1126899]"
1334,"[1038663, 5585510, 919948, 879755, 896974]"
1335,"[874972, 1042571, 947326, 862349, 1009187]"
1336,"[874972, 919534, 1053690, 856252, 935993]"
1337,"[874972, 6513604, 954642, 1092588, 923670]"
1338,"[874972, 1085604, 934427, 1098284, 1106523]"
1339,"[874972, 1029743, 1082185, 1127831, 951590]"
1340,"[874972, 896085, 834117, 1097418, 819255]"
1341,"[874972, 1029743, 1082185, 1127831, 951590]"
1342,"[874972, 852080, 949294, 1029743, 1082185]"
1343,"[874972, 822524, 1025581, 956902, 825994]"
1344,"[874972, 898847, 995242, 1138858, 1082185]"
1345,"[874972, 1082185, 1127831, 1029743, 951590]"
1346,"[874972, 890610, 1029743, 1082185, 1106523]"
1347,"[849202, 1065593, 5568721, 1031864, 1107553]"
1348,"[874972, 1029743, 951590, 1082185, 1127831]"
1349,"[874972, 1082185, 1127831, 1029743, 951590]"
1350,"[12731432, 1077588, 849843, 883404, 1029743]"
1351,"[874972, 1133018, 923746, 860975, 1029743]"
1352,"[874972, 986912, 862349, 871722, 900802]"
1353,"[12262830, 6979545, 1039156, 1057260, 1092588]"
1354,"[874972, 1135460, 933060, 995242, 9527159]"
1355,"[12262778, 926905, 1075313, 1009368, 9835619]"
1356,"[874972, 1044724, 956902, 1119051, 862349]"
1357,"[874972, 13511722, 860975, 1029743, 1082185]"
1358,"[874972, 1114597, 1092937, 8090509, 1092026]"
1359,"[874972, 9677202, 868423, 835618, 995242]"
1360,"[874972, 1101010, 9571047, 988208, 1082185]"
1361,"[874972, 1022428, 1029743, 1082185, 1106523]"
1362,"[874972, 1024306, 1029743, 1082185, 1106523]"
1363,"[874972, 1029252, 1055737, 862010, 1110572]"
1364,"[874972, 9526673, 1047226, 1135834, 1101567]"
1365,"[874972, 1029743, 1082185, 1127831, 951590]"
1366,"[874972, 1028816, 1044724, 1126899, 922561]"
1367,"[970866, 1036501, 1018050, 8090536, 13842088]"
1368,"[938138, 1037332, 1088147, 1070820, 1028816]"
1369,"[12731432, 1028816, 5563693, 1126899, 935578]"
1370,"[1000753, 1127838, 9676866, 5563693, 1001333]"
1371,"[874972, 1106523, 1127831, 1082185, 951590]"
1372,"[874972, 1029743, 1127831, 1082185, 951590]"
1373,"[874972, 1029743, 1082185, 1106523, 1127831]"
1374,"[874972, 857902, 1133018, 1093030, 951590]"
1375,"[874972, 1011926, 956813, 1070820, 835243]"
1376,"[848029, 9884484, 1079023, 847066, 824073]"
1377,"[874972, 1029743, 1082185, 1127831, 951590]"
1378,"[874972, 1028816, 7025326, 917407, 1097001]"
1379,"[825343, 965772, 1056973, 962229, 862732]"
1380,"[874972, 1115553, 1111072, 1029743, 1082185]"
1381,"[874972, 15717057, 1133018, 1029743, 1082185]"
1382,"[874972, 899624, 1052912, 1029743, 1082185]"
1383,"[874972, 10285006, 913210, 5568249, 5585510]"
1384,"[874972, 952317, 866211, 1133018, 1031083]"
1385,"[899019, 1127758, 1037894, 1112754, 1122358]"
1386,"[874972, 1029743, 1082185, 1127831, 951590]"
1387,"[874972, 7025106, 854133, 1017369, 869047]"
1388,"[874972, 916381, 862682, 851468, 5570383]"
1389,"[874972, 919180, 1025641, 12263788, 1058997]"
1390,"[874972, 1085604, 835243, 934369, 1101010]"
1391,"[938138, 941856, 5585510, 965772, 8090532]"
1392,"[874972, 1029743, 951590, 1082185, 1127831]"
1393,"[904997, 1110572, 952698, 1126899, 1051516]"
1394,"[874972, 1058997, 893501, 962229, 9677236]"
1395,"[874972, 870428, 1044805, 1058997, 1048462]"
1396,"[874972, 1127831, 951590, 1029743, 1082185]"
1397,"[874972, 1075470, 1023958, 7410071, 918046]"
1398,"[874972, 1037840, 921836, 950030, 856772]"
1399,"[874972, 5568072, 1029743, 1082185, 1106523]"
1400,"[874972, 1029743, 1082185, 1127831, 951590]"
1401,"[874972, 5592931, 1128464, 896369, 10149640]"
1402,"[874972, 849843, 1106523, 840361, 1029743]"
1403,"[874972, 1069979, 1135476, 5569230, 870547]"
1404,"[874972, 1082185, 1106523, 1127831, 951590]"
1405,"[899019, 1082212, 5591154, 1135460, 8090537]"
1406,"[874972, 1119051, 8177622, 1136719, 12731544]"
1407,"[874972, 1106523, 5569230, 1082185, 1127831]"
1408,"[874972, 1029743, 1082185, 1106523, 1127831]"
1409,"[1021324, 1003188, 1101706, 8090513, 1076608]"
1410,"[874972, 15926844, 871756, 1102959, 1029743]"
1411,"[874972, 1029743, 1082185, 1127831, 951590]"
1412,"[874972, 935126, 885795, 9677202, 8090539]"
1413,"[874972, 9187298, 906262, 870547, 1029743]"
1414,"[874972, 898466, 8091550, 12781777, 1081853]"
1415,"[874972, 1029743, 1082185, 1127831, 951590]"
1416,"[874972, 1029743, 1082185, 1127831, 951590]"
1417,"[10198378, 908531, 1077588, 835243, 1133018]"
1418,"[874972, 1048483, 952317, 956672, 951412]"
1419,"[1014732, 856252, 1129576, 962229, 8090521]"
1420,"[874972, 1106523, 1127831, 1082185, 951590]"
1421,"[874972, 934369, 6534035, 962229, 1053690]"
1422,"[874972, 1029743, 1082185, 1127831, 951590]"
1423,"[874972, 5981267, 1029743, 1082185, 1106523]"
1424,"[874972, 1106523, 951590, 1082185, 1127831]"
1425,"[874972, 1037894, 927360, 845193, 1101010]"
1426,"[956599, 1039156, 993379, 9676866, 971922]"
1427,"[874972, 857130, 936914, 986912, 1074333]"
1428,"[874972, 868548, 8181477, 907099, 1053282]"
1429,"[874972, 851865, 945611, 1058997, 990656]"
1430,"[906844, 6979128, 847207, 1126899, 947798]"
1431,"[874972, 1082185, 948953, 1110572, 5569230]"
1432,"[874972, 1082185, 1106523, 1127831, 951590]"
1433,"[874972, 1029743, 1082185, 1127831, 951590]"
1434,"[860248, 919948, 957736, 860975, 6979128]"
1435,"[874972, 1082185, 1106523, 1127831, 951590]"
1436,"[874972, 1029743, 1082185, 1127831, 951590]"
1437,"[12810464, 971949, 7138817, 1093603, 856252]"
1438,"[874972, 1029743, 951590, 1082185, 1127831]"
1439,"[874972, 1029743, 1082185, 1127831, 951590]"
1440,"[1000753, 1016276, 5570408, 8090521, 1101173]"
1441,"[874972, 1029743, 1082185, 1127831, 951590]"
1442,"[874972, 1029743, 1082185, 1127831, 951590]"
1443,"[906844, 842140, 833025, 9527350, 1029743]"
1444,"[874972, 1082185, 1106523, 1127831, 951590]"
1445,"[874972, 934369, 968936, 8090509, 1005456]"
1446,"[874972, 1029743, 1082185, 1127831, 951590]"
1447,"[874972, 1016800, 847049, 1031833, 1029743]"
1448,"[874972, 1106523, 1127831, 1082185, 951590]"
1449,"[874972, 1082185, 1127831, 1029743, 951590]"
1450,"[874972, 1002558, 7409874, 858373, 1101725]"
1451,"[874972, 835243, 895295, 877447, 862349]"
1452,"[1013928, 1058779, 1029743, 1082185, 1106523]"
1453,"[825343, 922651, 948086, 1110572, 862010]"
1454,"[874972, 909714, 9268695, 1045228, 1137775]"
1455,"[874972, 1029743, 1082185, 1127831, 951590]"
1456,"[874972, 1029743, 1127831, 1082185, 951590]"
1457,"[874972, 1133018, 880377, 1044078, 946839]"
1458,"[874972, 7166791, 1026118, 976199, 12577242]"
1459,"[874972, 1043920, 936355, 825731, 830887]"
1460,"[874972, 1029743, 1082185, 1127831, 951590]"
1461,"[874972, 972665, 940731, 5570383, 999779]"
1462,"[874972, 1098844, 1094223, 1011926, 1028816]"
1463,"[874972, 10344585, 857276, 1037332, 986912]"
1464,"[938138, 1119399, 957741, 978077, 1133018]"
1465,"[874972, 9859182, 989157, 1029743, 1082185]"
1466,"[874972, 827180, 1029743, 1082185, 1106523]"
1467,"[874972, 834103, 6391532, 986912, 861445]"
1468,"[874972, 1029743, 1082185, 1127831, 951590]"
1469,"[874972, 1082185, 951590, 1029743, 1127831]"
1470,"[874972, 5590613, 882604, 862349, 941883]"
1471,"[874972, 862349, 1073150, 908531, 1082185]"
1472,"[874972, 1082185, 1106523, 1127831, 951590]"
1473,"[874972, 895268, 865174, 1126899, 1026258]"
1474,"[874972, 5569792, 1015280, 1053690, 1133018]"
1475,"[1038663, 962266, 1042702, 1057260, 12263788]"
1476,"[1057749, 825541, 911812, 1088147, 1058997]"
1477,"[874972, 1082185, 1106523, 1127831, 951590]"
1478,"[874972, 1029743, 1082185, 1127831, 951590]"
1479,"[874972, 1126899, 944836, 977374, 879755]"
1480,"[874972, 1029743, 1082185, 1106523, 1127831]"
1481,"[874972, 6633273, 1110031, 8090537, 1067749]"
1482,"[874972, 1029743, 1082185, 1127831, 951590]"
1483,"[1137346, 999639, 9881592, 944836, 1070820]"
1484,"[874972, 9338009, 989275, 944836, 968936]"
1485,"[1038663, 905817, 888543, 13842214, 904973]"
1486,"[874972, 1029743, 1082185, 1127831, 951590]"
1487,"[874972, 916381, 1065593, 5569230, 1003188]"
1488,"[874972, 1093603, 879755, 1126899, 1110572]"
1489,"[849202, 961269, 1003188, 856252, 1031831]"
1490,"[1000753, 960253, 12731436, 1112766, 9297574]"
1491,"[981677, 1116096, 943076, 1125382, 847066]"
1492,"[874972, 1106301, 972312, 8090539, 1029743]"
1493,"[874972, 908531, 1029743, 1082185, 1106523]"
1494,"[874972, 883404, 852856, 934948, 1136375]"
1495,"[874972, 1106301, 1065593, 6534077, 12731544]"
1496,"[874972, 1082185, 1106523, 1127831, 951590]"
